DIAMD_NO,STOCK_NO,PARENT_ITEM_NO_ALT,BOUNCE_USE_ITEM,FULL_TITLE,MAIN_DESC,VARIANT_DESC,SERIES_CODE,ISSUE_NO,ISSUE_SEQ_NO,VOLUME_TAG,MAX_ISSUE,PRICE,PUBLISHER,UPC_NO,SHORT_ISBN_NO,EAN_NO,CARDS_PER_PACK,PACK_PER_BOX,BOX_PER_CASE,DISCOUNT_CODE,INCREMENT,PRNT_DATE,FOC_VENDOR,SHIP_DATE,SRP,CATEGORY,GENRE,BRAND_CODE,MATURE,ADULT,OA,CAUT1,CAUT2,CAUT3,RESOL,NOTE_PRICE,ORDER_FORM_NOTES,PAGE,WRITER,ARTIST,COVER_ARTIST,COLORIST,ALLIANCE_SKU,FOC_DATE,OFFERED_DATE,NUMBER_OF_PAGES,UNIT_WEIGHT,UNIT_LENGTH,UNIT_WIDTH,UNIT_HEIGHT,CASE_WEIGHT,CASE_LENGTH,CASE_WIDTH,CASE_HEIGHT
NOV200630,STL174036,,,DAWN OF X TP VOL 12,DAWN OF X TP,,143043,12,0,VOL,,17.99,MARVEL COMICS, ,1302927698,978130292769151799,0,0,0,D4,1,12/7/2020,Y,1/27/2021,17.99,3,SH,XM,N,N,N,0,0,0,N,N,,94,"Wells, Zeb","Segovia, Stephen",,, ,12/7/2020,,184,0,0,0,0,0,0,0,0
NOV200631,STL174038,,,DAWN OF X TP VOL 13,DAWN OF X TP,,143043,13,0,VOL,,17.99,MARVEL COMICS, ,1302927701,978130292770751799,0,0,0,D4,1,12/14/2020,Y,2/3/2021,17.99,3,SH,XM,N,N,N,0,0,0,N,N,,94,"Duggan, Gerry","Noto, Phil",,, ,12/14/2020,,176,0,0,0,0,0,0,0,0
NOV200632,STL174039,,,DAWN OF X TP VOL 14,DAWN OF X TP,,143043,14,0,VOL,,17.99,MARVEL COMICS, ,130292771X,978130292771451799,0,0,0,D4,1,12/21/2020,Y,2/17/2021,17.99,3,SH,XM,N,N,N,0,0,0,N,N,,94,"Ayala, Vita","Broccardo, Andrea",,, ,12/21/2020,,168,0,0,0,0,0,0,0,0
NOV200633,STL174220,,,MILES MORALES TP VOL 04 ULTIMATUM,MILES MORALES TP,ULTIMATUM,142004,4,0,VOL,,17.99,MARVEL COMICS, ,1302920170,978130292017351799,0,0,0,D4,1,12/14/2020,Y,2/3/2021,17.99,3,SH,SM,N,N,N,0,0,0,N,N,,95,"Ahmed, Saladin","Smith, Cory","Garron, Javi",, ,12/14/2020,,136,0,0,0,0,0,0,0,0
NOV200634,STL174219,,,MARVEL MONOGRAPH TP ART OF LEINIL FRANCIS YU,MARVEL MONOGRAPH TP ART OF LEINIL FRANCIS YU,,0,,0,,,24.99,MARVEL COMICS, ,1302924222,978130292422552499,0,0,0,D4,1,12/21/2020,Y,2/10/2021,24.99,3,SH,MH,N,N,N,0,0,0,N,N,,96,"Thomas, John Rhett","Yu, Leinil Francis","Yu, Leinil Francis",, ,12/21/2020,,112,0,0,0,0,0,0,0,0
NOV200635,STL174032,,,AVENGERS BY HICKMAN COMPLETE COLLECTION TP VOL 03,AVENGERS BY HICKMAN COMPLETE COLLECTION TP,,143646,3,0,VOL,,44.99,MARVEL COMICS, ,1302926470,978130292647254499,0,0,0,D4,1,12/7/2020,Y,1/27/2021,44.99,3,SH,MH,N,N,N,0,0,0,N,N,,97,"Hickman, Jonathan","Cheung, Jim","Deodato, Mike",, ,12/7/2020,,512,0,0,0,0,0,0,0,0
NOV200636,STL174034,,,CAPTAIN AMERICA HEROES RETURN COMPLETE COLLECTION TP VOL 01,CAPTAIN AMERICA HEROES RETURN COMPLETE COLLECTION TP,,144530,1,0,VOL,,39.99,MARVEL COMICS, ,1302923242,978130292324253999,0,0,0,D4,1,12/7/2020,Y,1/27/2021,39.99,3,SH,MH,N,N,N,0,0,0,N,N,,97,"Waid, Mark","Garney, Ron","Bagley, Mark",, ,12/7/2020,,416,0,0,0,0,0,0,0,0
NOV200637,STL174041,,,DEADPOOL BY JOE KELLY COMPLETE COLLECTION TP VOL 02,DEADPOOL BY JOE KELLY COMPLETE COLLECTION TP,,142642,2,0,VOL,,39.99,MARVEL COMICS, ,130292334X,978130292334153999,0,0,0,D4,1,12/21/2020,Y,2/10/2021,39.99,3,SH,MH,N,N,N,0,0,0,N,N,,98,"Kelly, Joe","Labat, Yancy","McDaniel, Walter",, ,12/21/2020,,384,0,0,0,0,0,0,0,0
NOV200638,STL174052,,,MAN-THING BY STEVE GERBER COMPLETE COLLECTION TP VOL 03,MAN-THING BY STEVE GERBER COMPLETE COLLECTION TP,,135031,3,0,VOL,,44.99,MARVEL COMICS, ,1302927752,978130292775254499,0,0,0,D4,1,12/21/2020,Y,2/17/2021,44.99,3,SH,MH,N,N,N,0,0,0,N,N,,99,"Gerber, Steve","Mooney, Jim","Adams, Arthur",, ,12/21/2020,,408,0,0,0,0,0,0,0,0
NOV200639,STL174057,,,X-FACTOR EPIC COLLECTION TP GENESIS AND APOCALYPSE NEW PTG,X-FACTOR EPIC COLLECTION TP GENESIS AND APOCALYPSE NEW PTG,,0,,0,,,39.99,MARVEL COMICS, ,1302928503,978130292850653999,0,0,0,D4,1,12/21/2020,Y,2/10/2021,39.99,3,SH,XM,N,N,N,0,0,0,N,N,(NOTE: Volume 01 in the X-Factor Epic Collections.),100,"Stern, Roger","Buscema, John","Simonson, Walter",, ,12/21/2020,,456,0,0,0,0,0,0,0,0
NOV200640,STL174033,,,BLACK PANTHER EPIC COLL TP REVENGE OF BLACK PANTHER NEW PTG,BLACK PANTHER EPIC COLL TP REVENGE OF BLACK PANTHER NEW PTG,,0,,0,,,39.99,MARVEL COMICS, ,1302928201,978130292820953999,0,0,0,D4,1,12/21/2020,Y,2/17/2021,39.99,3,SH,MH,N,N,N,0,0,0,N,N,(NOTE: Volume 02 in the Black Panther Epic Collections.),100,"Kirby, Jack","Kirby, Jack","Kirby, Jack",, ,12/21/2020,,456,0,0,0,0,0,0,0,0
NOV200641,STL174056,,,X-FACTOR EPIC COLLECTION TP ANGEL OF DEATH,X-FACTOR EPIC COLLECTION TP ANGEL OF DEATH,,0,,0,,,39.99,MARVEL COMICS, ,1302927108,978130292710353999,0,0,0,D4,1,12/21/2020,Y,2/10/2021,39.99,3,SH,XM,N,N,N,0,0,0,N,N,(NOTE: Volume 03 in the X-Factor Epic Collections.),101,"Simonson, Louise","Simonson, Walter","Simonson, Walter",, ,12/21/2020,,488,0,0,0,0,0,0,0,0
NOV200642,STL174049,,,LUKE CAGE EPIC COLLECTION TP RETRIBUTION,LUKE CAGE EPIC COLLECTION TP RETRIBUTION,,0,,0,,,39.99,MARVEL COMICS, ,1302928317,978130292831553999,0,0,0,D4,1,12/14/2020,Y,2/3/2021,39.99,3,SH,MH,N,N,N,0,0,0,N,N,(NOTE: Volume 01 in the Luke Cage Epic Collections.),102,"Goodwin, Archie","Tuska, George","Romita, John",, ,12/14/2020,,480,0,0,0,0,0,0,0,0
NOV200643,STL174054,,,MORBIUS EPIC COLLECTION TP LIVING VAMPIRE,MORBIUS EPIC COLLECTION TP LIVING VAMPIRE,,0,,0,,,39.99,MARVEL COMICS, ,130292835X,978130292835353999,0,0,0,D4,1,12/21/2020,Y,2/10/2021,39.99,3,SH,SM,N,N,N,0,0,0,N,N,(NOTE: Volume 01 in the Morbius Epic Collections.),103,"Gerber, Steve","Kane, Gil","Kane, Gil",, ,12/21/2020,,432,0,0,0,0,0,0,0,0
NOV200644,STL174046,,,DOCTOR STRANGE EPIC COLLECTION TP ALONE AGAINST ETERNITY,DOCTOR STRANGE EPIC COLLECTION TP ALONE AGAINST ETERNITY,,0,,0,,,39.99,MARVEL COMICS, ,1302921991,978130292199653999,0,0,0,D4,1,12/7/2020,Y,1/27/2021,39.99,3,SH,MH,N,N,N,0,0,0,N,N,(NOTE: Volume 04 in the Doctor Strange Epic Collections.),104,"Englehart, Steve","Colan, Gene","Colan, Gene",, ,12/7/2020,,488,0,0,0,0,0,0,0,0
NOV200645,STL174208,,,CONAN TP EXODUS AND OTHER TALES,CONAN TP EXODUS AND OTHER TALES,,0,,0,,,15.99,MARVEL COMICS, ,1302924982,978130292498051599,0,0,0,D4,1,12/14/2020,Y,2/3/2021,15.99,3,SH,MH,N,N,N,0,0,0,N,N,,105,"Ribic, Esad","Ribic, Esad","Wilkins, Dave",, ,12/14/2020,,112,0,0,0,0,0,0,0,0
NOV200646,STL174055,,,SILK OUT OF THE SPIDER-VERSE TP VOL 01,SILK OUT OF THE SPIDER-VERSE TP,,144531,1,0,VOL,,34.99,MARVEL COMICS, ,1302928732,978130292873553499,0,0,0,D4,1,12/21/2020,Y,2/10/2021,34.99,3,SH,SM,N,N,N,0,0,0,N,N,,106,"Slott, Dan","Ramos, Humberto","Johnson, Dave",, ,12/21/2020,,360,0,0,0,0,0,0,0,0
NOV200647,STL174222,,,DISNEY KINGDOMS GN TP FIGMENT,DISNEY KINGDOMS GN TP FIGMENT,,0,,0,,,15.99,MARVEL COMICS, ,1302926616,978130292661851599,0,0,0,D4,1,12/14/2020,Y,2/3/2021,15.99,3,SH,MH,N,N,N,0,0,0,N,N,,108,"Zub, Jim","Andrade, Filipe","Christopher, John Tyler",, ,12/14/2020,,272,0,0,0,0,0,0,0,0
NOV200648,STL174225,,,UNSTOPPABLE WASP GN TP AIM ESCAPE,UNSTOPPABLE WASP GN TP AIM ESCAPE,,0,,0,,,12.99,MARVEL COMICS, ,1302923846,978130292384651299,0,0,0,D4,1,12/7/2020,Y,1/27/2021,12.99,3,SH,MH,N,N,N,0,0,0,N,N,,109,"Whitley, Jeremy","Gurihiru,","Lee, Stacey",, ,12/7/2020,,224,0,0,0,0,0,0,0,0
NOV200649,STL174224,,,MS MARVEL GN TP ARMY OF ONE,MS MARVEL GN TP ARMY OF ONE,,0,,0,,,12.99,MARVEL COMICS, ,1302923633,978130292363151299,0,0,0,D4,1,12/21/2020,Y,2/10/2021,12.99,3,SH,MH,N,N,N,0,0,0,N,N,,109,"Wilson, G. Willow","Miyazawa, Takeshi","Chiang, Cliff",, ,12/21/2020,,280,0,0,0,0,0,0,0,0
NOV200650,STL174814,,,PLANET OF SYMBIOTES #1 POSTER,PLANET OF SYMBIOTES #1 POSTER,,0,,0,,,8.99,MARVEL COMICS,75960605400893021,,,0,0,0,D4,1,12/7/2020,Y,1/13/2021,8.99,15,SH,SM,N,N,N,0,0,0,N,N,,110,,,,, ,12/7/2020,,0,0,0,0,0,0,0,0,0
NOV200651,STL174816,,,SYMBIOTE SPIDER-MAN MARVEL TALES #1 POSTER,SYMBIOTE SPIDER-MAN MARVEL TALES #1 POSTER,,0,,0,,,8.99,MARVEL COMICS,75960605400893121,,,0,0,0,D4,1,12/7/2020,Y,1/13/2021,8.99,15,SH,SM,N,N,N,0,0,0,N,N,,110,,,,, ,12/7/2020,,0,0,0,0,0,0,0,0,0
NOV200652,STL174817,,,IRON FIST HEART OF DRAGON #1 POSTER,IRON FIST HEART OF DRAGON #1 POSTER,,0,,0,,,8.99,MARVEL COMICS,75960605400893221,,,0,0,0,D4,1,12/7/2020,Y,1/13/2021,8.99,15,SH,MH,N,N,N,0,0,0,N,N,,110,,,,, ,12/7/2020,,0,0,0,0,0,0,0,0,0
NOV200653,STL174819,,,MAESTRO WAR AND PAX #1 POSTER,MAESTRO WAR AND PAX #1 POSTER,,0,,0,,,8.99,MARVEL COMICS,75960605400893321,,,0,0,0,D4,1,12/7/2020,Y,1/13/2021,8.99,15,SH,MH,N,N,N,0,0,0,N,N,,110,,,,, ,12/7/2020,,0,0,0,0,0,0,0,0,0
NOV200654,STL174820,,,LEGEND OF SHANG-CHI #1 POSTER,LEGEND OF SHANG-CHI #1 POSTER,,0,,0,,,8.99,MARVEL COMICS,75960605400893421,,,0,0,0,D4,1,12/7/2020,Y,1/13/2021,8.99,15,SH,MH,N,N,N,0,0,0,N,N,,110,,,,, ,12/7/2020,,0,0,0,0,0,0,0,0,0
NOV200655,STL174821,,,CAPTAIN AMERICA #117 FACSIMILE EDITION POSTER,CAPTAIN AMERICA #117 FACSIMILE EDITION POSTER,,0,,0,,,8.99,MARVEL COMICS,75960605400893521,,,0,0,0,D4,1,12/7/2020,Y,1/13/2021,8.99,15,SH,MH,N,N,N,0,0,0,N,N,,110,,,,, ,12/7/2020,,0,0,0,0,0,0,0,0,0
NOV200656,STL174588,,,RED SONJA THE SUPERPOWERS #1 CVR A PARRILLO,RED SONJA THE SUPERPOWERS,CVR A PARRILLO,144549,1,0,,,3.99,DYNAMITE,72513030044701011,,,0,0,0,E,1,12/14/2020,Y,1/6/2021,3.99,1,SH,XX,N,N,N,0,0,0,N,N,(NOTE: Order 15 or more copies of Red Sonja The Superpowers #1 [cvrs A-E any comb] to have your order for this title fully returnable.),126,"Abnett, Dan","Lau, Jonathan","Parrillo, Lucio",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV200657,STL174589,,,RED SONJA THE SUPERPOWERS #1 CVR B LINSNER,RED SONJA THE SUPERPOWERS,CVR B LINSNER,144549,1,1,,,3.99,DYNAMITE,72513030044701021,,,0,0,0,E,1,12/14/2020,Y,1/6/2021,3.99,1,SH,XX,N,N,N,0,0,0,N,N,(NOTE: Order 15 or more copies of Red Sonja The Superpowers #1 [cvrs A-E any comb] to have your order for this title fully returnable.),126,"Abnett, Dan","Lau, Jonathan","Linsner, Joseph Michael",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV200658,STL174590,,,RED SONJA THE SUPERPOWERS #1 CVR C LAU,RED SONJA THE SUPERPOWERS,CVR C LAU,144549,1,2,,,3.99,DYNAMITE,72513030044701031,,,0,0,0,E,1,12/14/2020,Y,1/6/2021,3.99,1,SH,XX,N,N,N,0,0,0,N,N,(NOTE: Order 15 or more copies of Red Sonja The Superpowers #1 [cvrs A-E any comb] to have your order for this title fully returnable.),126,"Abnett, Dan","Lau, Jonathan","Lau, Jonathan",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV200659,STL174591,,,RED SONJA THE SUPERPOWERS #1 CVR D YOON,RED SONJA THE SUPERPOWERS,CVR D YOON,144549,1,3,,,3.99,DYNAMITE,72513030044701041,,,0,0,0,E,1,12/14/2020,Y,1/6/2021,3.99,1,SH,XX,N,N,N,0,0,0,N,N,(NOTE: Order 15 or more copies of Red Sonja The Superpowers #1 [cvrs A-E any comb] to have your order for this title fully returnable.),126,"Abnett, Dan","Lau, Jonathan","Yoon, Jung-Geun",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV200660,STL174592,,,RED SONJA THE SUPERPOWERS #1 CVR E LYONS COSPLAY,RED SONJA THE SUPERPOWERS,CVR E LYONS COSPLAY,144549,1,4,,,3.99,DYNAMITE,72513030044701051,,,0,0,0,E,1,12/14/2020,Y,1/6/2021,3.99,1,SH,XX,N,N,N,0,0,0,N,N,(NOTE: Order 15 or more copies of Red Sonja The Superpowers #1 [cvrs A-E any comb] to have your order for this title fully returnable.),126,"Abnett, Dan","Lau, Jonathan","Cosplay,",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV200661,STL174593,,,RED SONJA THE SUPERPOWERS #1 10 COPY FEDERICI ZOMBIE INCV,RED SONJA THE SUPERPOWERS,10 COPY FEDERICI ZOMBIE INCV,144549,1,5,,,3.99,DYNAMITE,72513030044701061,,,0,0,0,E,1,12/14/2020,Y,1/6/2021,3.99,1,SH,XX,N,N,N,0,0,0,N,N,"(NOTE: For every 10 copies ordered [cvrs A-E any comb] & received, retailers will qualify to order a Vincenzo Federici ""Zombie"" cover.)",126,"Abnett, Dan","Lau, Jonathan","Federici, Vincenzo",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV200662,STL174598,,,RED SONJA THE SUPERPOWERS #1 15 COPY LAU B&W INCV,RED SONJA THE SUPERPOWERS,15 COPY LAU B&W INCV,144549,1,8,,,3.99,DYNAMITE,72513030044701071,,,0,0,0,E,1,12/14/2020,Y,1/6/2021,3.99,1,SH,XX,N,N,N,0,0,0,N,N,"(NOTE: For every 15 copies ordered [cvrs A-E any comb] & received, retailers will qualify to order a Jonathan Lau ""B&W"" cover.)",126,"Abnett, Dan","Lau, Jonathan","Lau, Jonathan",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV200663,STL174599,,,RED SONJA THE SUPERPOWERS #1 15 COPY FEDERICI ZOMBIE B&W INC,RED SONJA THE SUPERPOWERS,15 COPY FEDERICI ZOMBIE B&W INCV,144549,1,9,,,3.99,DYNAMITE,72513030044701081,,,0,0,0,E,1,12/14/2020,Y,1/6/2021,3.99,1,SH,XX,N,N,N,0,0,0,N,N,"(NOTE: For every 15 copies ordered [cvrs A-E any comb] & received, retailers will qualify to order a Vincenzo Federici ""Zombie B&W"" cover.)",126,"Abnett, Dan","Lau, Jonathan","Federici, Vincenzo",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV200664,STL174601,,,RED SONJA THE SUPERPOWERS #1 15 COPY PARRILLO B&W INCV,RED SONJA THE SUPERPOWERS,15 COPY PARRILLO B&W INCV,144549,1,10,,,3.99,DYNAMITE,72513030044701091,,,0,0,0,E,1,12/14/2020,Y,1/6/2021,3.99,1,SH,XX,N,N,N,0,0,0,N,N,"(NOTE: For every 15 copies ordered [cvrs A-E any comb] & received, retailers will qualify to order a Lucio Parrillo ""B&W"" cover.)",126,"Abnett, Dan","Lau, Jonathan","Parrillo, Lucio",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV200665,STL174602,,,RED SONJA THE SUPERPOWERS #1 20 COPY FEDERICI VIRGIN INCV,RED SONJA THE SUPERPOWERS,20 COPY FEDERICI VIRGIN INCV,144549,1,11,,,3.99,DYNAMITE,72513030044701101,,,0,0,0,E,1,12/14/2020,Y,1/6/2021,3.99,1,SH,XX,N,N,N,0,0,0,N,N,"(NOTE: For every 20 copies ordered [cvrs A-E any comb] & received, retailers will qualify to order a Vincenzo Federici ""Virgin"" cover.)",126,"Abnett, Dan","Lau, Jonathan","Federici, Vincenzo",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV200666,STL174604,,,RED SONJA THE SUPERPOWERS #1 25 COPY LAU VIRGIN INCV,RED SONJA THE SUPERPOWERS,25 COPY LAU VIRGIN INCV,144549,1,12,,,3.99,DYNAMITE,72513030044701111,,,0,0,0,E,1,12/14/2020,Y,1/6/2021,3.99,1,SH,XX,N,N,N,0,0,0,N,N,"(NOTE: For every 25 copies ordered [cvrs A-E any comb] & received, retailers will qualify to order a Jonathan Lau ""Virgin"" cover.)",126,"Abnett, Dan","Lau, Jonathan","Lau, Jonathan",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV200667,STL174606,,,RED SONJA THE SUPERPOWERS #1 25 COPY YOON B&W INCV,RED SONJA THE SUPERPOWERS,25 COPY YOON B&W INCV,144549,1,13,,,3.99,DYNAMITE,72513030044701121,,,0,0,0,E,1,12/14/2020,Y,1/6/2021,3.99,1,SH,XX,N,N,N,0,0,0,N,N,"(NOTE: For every 25 copies ordered [cvrs A-E any comb] & received, retailers will qualify to order a Junggeun Yoon ""B&W"" cover.)",126,"Abnett, Dan","Lau, Jonathan","Yoon, Jung-Geun",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV200668,STL174607,,,RED SONJA THE SUPERPOWERS #1 25 COPY COSPLAY B&W INCV,RED SONJA THE SUPERPOWERS,25 COPY COSPLAY B&W INCV,144549,1,14,,,3.99,DYNAMITE,72513030044701131,,,0,0,0,E,1,12/14/2020,Y,1/6/2021,3.99,1,SH,XX,N,N,N,0,0,0,N,N,"(NOTE: For every 25 copies ordered [cvrs A-E any comb] & received, retailers will qualify to order a Cosplay ""B&W"" cover.)",126,"Abnett, Dan","Lau, Jonathan","Cosplay,",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV200669,STL174608,,,RED SONJA THE SUPERPOWERS #1 30 COPY LINSNER B&W INCV,RED SONJA THE SUPERPOWERS,30 COPY LINSNER B&W INCV,144549,1,15,,,3.99,DYNAMITE,72513030044701141,,,0,0,0,E,1,12/14/2020,Y,1/6/2021,3.99,1,SH,XX,N,N,N,0,0,0,N,N,"(NOTE: For every 30 copies ordered [cvrs A-E any comb] & received, retailers will qualify to order a Joseph Michael Linsner ""B&W"" cover.)",126,"Abnett, Dan","Lau, Jonathan","Linsner, Joseph Michael",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV200670,STL174609,,,RED SONJA THE SUPERPOWERS #1 30 COPY LAU B&W VIRGIN INCV,RED SONJA THE SUPERPOWERS,30 COPY LAU B&W VIRGIN INCV,144549,1,16,,,3.99,DYNAMITE,72513030044701151,,,0,0,0,E,1,12/14/2020,Y,1/6/2021,3.99,1,SH,XX,N,N,N,0,0,0,N,N,"(NOTE: For every 30 copies ordered [cvrs A-E any comb] & received, retailers will qualify to order Jonathan Lau ""B&W Virgin"" cover.)",126,"Abnett, Dan","Lau, Jonathan","Lau, Jonathan",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV200671,STL174610,,,RED SONJA THE SUPERPOWERS #1 35 COPY LYONS COSPLAY VIRGIN IN,RED SONJA THE SUPERPOWERS,35 COPY LYONS COSPLAY VIRGIN INCV,144549,1,17,,,3.99,DYNAMITE,72513030044701161,,,0,0,0,E,1,12/14/2020,Y,1/6/2021,3.99,1,SH,XX,N,N,N,0,0,0,N,N,"(NOTE: For every 35 copies ordered [cvrs A-E any comb] & received, retailers will qualify to order Tabitha Lyons ""Virgin"" cover.)",126,"Abnett, Dan","Lau, Jonathan","Cosplay,",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV200672,STL174611,,,RED SONJA THE SUPERPOWERS #1 40 COPY LINSNER B&W VIRGIN INCV,RED SONJA THE SUPERPOWERS,40 COPY LINSNER B&W VIRGIN INCV,144549,1,18,,,3.99,DYNAMITE,72513030044701171,,,0,0,0,E,1,12/14/2020,Y,1/6/2021,3.99,1,SH,XX,N,N,N,0,0,0,N,N,"(NOTE: For every 40 copies ordered [cvrs A-E any comb] & received, retailers will qualify to order Joseph Michael Linsner ""B&W Virgin"" cover.)",126,"Abnett, Dan","Lau, Jonathan","Linsner, Joseph Michael",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV200673,STL174614,,,RED SONJA THE SUPERPOWERS #1 45 COPY YOON B&W VIRGIN INCV,RED SONJA THE SUPERPOWERS,45 COPY YOON B&W VIRGIN INCV,144549,1,19,,,3.99,DYNAMITE,72513030044701181,,,0,0,0,E,1,12/14/2020,Y,1/6/2021,3.99,1,SH,XX,N,N,N,0,0,0,N,N,"(NOTE: For every 45 copies ordered [cvrs A-E any comb] & received, retailers will qualify to order Junggeun Yoon ""B&W Virgin"" cover.)",126,"Abnett, Dan","Lau, Jonathan","Yoon, Jung-Geun",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV200674,STL174616,,,RED SONJA THE SUPERPOWERS #1 50 COPY PARRILLO B&W VIRGIN INC,RED SONJA THE SUPERPOWERS,50 COPY PARRILLO B&W VIRGIN INCV,144549,1,20,,,3.99,DYNAMITE,72513030044701191,,,0,0,0,E,1,12/14/2020,Y,1/6/2021,3.99,1,SH,XX,N,N,N,0,0,0,N,N,"(NOTE: For every 50 copies ordered [cvrs A-E any comb] & received, retailers will qualify to order Lucio Parrillo ""B&W Virgin"" cover.)",126,"Abnett, Dan","Lau, Jonathan","Parrillo, Lucio",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV200675,STL174630,,,RED SONJA THE SUPERPOWERS #1 PARRILLO CGC CVR (C: 0-1-2),RED SONJA THE SUPERPOWERS,PARRILLO CGC CVR,144549,1,31,,,89.99,DYNAMITE,725130300454,,,0,0,0,H,1,1/4/2021,Y,1/27/2021,89.99,1,SH,XX,N,N,N,0,1,2,N,N,(NOTE: Quantities are limited. Allocations may occur.),126,"Abnett, Dan","Lau, Jonathan","Parrillo, Lucio",, ,1/4/2021,,32,0,0,0,0,0,0,0,0
NOV200676,STL174631,,,RED SONJA THE SUPERPOWERS #1 LINSNER CGC CVR (C: 0-1-2),RED SONJA THE SUPERPOWERS,LINSNER CGC CVR,144549,1,32,,,89.99,DYNAMITE,725130300478,,,0,0,0,H,1,1/4/2021,Y,1/27/2021,89.99,1,SH,XX,N,N,N,0,1,2,N,N,(NOTE: Quantities are limited. Allocations may occur.),126,"Abnett, Dan","Lau, Jonathan","Linsner, Joseph Michael",, ,1/4/2021,,32,0,0,0,0,0,0,0,0
NOV200677,STL174621,,,RED SONJA THE SUPERPOWERS #1 PARRILLO LTD VIRGIN CVR,RED SONJA THE SUPERPOWERS,PARRILLO LTD VIRGIN CVR,144549,1,23,,,50,DYNAMITE,72513030044701221,,,0,0,0,H,1,12/14/2020,Y,1/6/2021,50,1,SH,XX,N,N,N,0,0,0,N,N,(NOTE: Quantities are limited. Allocations may occur.),126,"Abnett, Dan","Lau, Jonathan","Parrillo, Lucio",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV200678,STL174622,,,RED SONJA THE SUPERPOWERS #1 LINSNER LTD VIRGIN CVR,RED SONJA THE SUPERPOWERS,LINSNER LTD VIRGIN CVR,144549,1,24,,,50,DYNAMITE,72513030044701231,,,0,0,0,H,1,12/14/2020,Y,1/6/2021,50,1,SH,XX,N,N,N,0,0,0,N,N,(NOTE: Quantities are limited. Allocations may occur.),126,"Abnett, Dan","Lau, Jonathan","Linsner, Joseph Michael",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV200679,STL174623,,,RED SONJA THE SUPERPOWERS #1 LAU LTD VIRGIN CVR,RED SONJA THE SUPERPOWERS,LAU LTD VIRGIN CVR,144549,1,25,,,50,DYNAMITE,72513030044701241,,,0,0,0,H,1,12/14/2020,Y,1/6/2021,50,1,SH,XX,N,N,N,0,0,0,N,N,(NOTE: Quantities are limited. Allocations may occur.),126,"Abnett, Dan","Lau, Jonathan","Lau, Jonathan",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV200680,STL174624,,,RED SONJA THE SUPERPOWERS #1 YOON LTD VIRGIN CVR,RED SONJA THE SUPERPOWERS,YOON LTD VIRGIN CVR,144549,1,26,,,50,DYNAMITE,72513030044701251,,,0,0,0,H,1,12/14/2020,Y,1/6/2021,50,1,SH,XX,N,N,N,0,0,0,N,N,(NOTE: Quantities are limited. Allocations may occur.),126,"Abnett, Dan","Lau, Jonathan","Yoon, Jung-Geun",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV200681,STL174619,,,RED SONJA THE SUPERPOWERS #1 BLANK AUTHENTIX ED,RED SONJA THE SUPERPOWERS,BLANK AUTHENTIX ED,144549,1,21,,,3.99,DYNAMITE,72513030044701201,,,0,0,0,E,1,12/14/2020,Y,1/6/2021,3.99,1,SH,XX,N,N,N,0,0,0,N,N,,129,"Abnett, Dan","Lau, Jonathan","Blank Cover,",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV200682,STL174620,,,RED SONJA THE SUPERPOWERS #1 ATLAS LINSNER SGN ED,RED SONJA THE SUPERPOWERS,ATLAS LINSNER SGN ED,144549,1,22,,,49.99,DYNAMITE,72513030044701211,,,0,0,0,H,1,12/14/2020,Y,1/6/2021,49.99,1,SH,XX,N,N,N,0,0,0,N,N,(NOTE: Quantities are limited. Allocations may occur.),129,"Abnett, Dan","Lau, Jonathan","Linsner, Joseph Michael",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
